Iteration 1, loss = 21447.55849879
Iteration 2569, loss = 4725.14753315
Iteration 2570, loss = 4724.82930060
Iteration 2571, loss = 4725.20718614
Iteration 2572, loss = 4725.01109956
Iteration 2573, loss = 4724.16478442
Iteration 2574, loss = 4724.12559202
Iteration 2575, loss = 4724.34255388
Iteration 2576, loss = 4724.53336819
Iteration 2577, loss = 4724.14900483
Iteration 2578, loss = 4723.96122928
Iteration 2579, loss = 4724.42199110
Iteration 2580, loss = 4724.01257073
Iteration 2581, loss = 4723.31097694
Iteration 2582, loss = 4723.26730191
Iteration 2583, loss = 4723.72676209
Iteration 2584, loss = 4724.36428763
Iteration 2585, loss = 4723.77977271
Iteration 2586, loss = 4723.16354994
Iteration 2587, loss = 4722.51276629
Iteration 2588, loss = 4722.74591511
Iteration 2589, loss = 4722.87822487
Iteration 2590, loss = 4723.56195272
Iteration 2591, loss = 4722.53827783
Iteration 2592, loss = 4721.70391176
Iteration 2593, loss = 4723.17731278
Iteration 2594, loss = 4722.21176489
Iteration 2595, loss = 4721.61935751
Iteration 2596, loss = 4723.16928505
Iteration 2597, loss = 4721.98220769
Iteration 2598, loss = 4721.92211546
Iteration 2599, loss = 4720.98609918
Iteration 2600, loss = 4721.70741932
Iteration 2601, loss = 4721.27648575
Iteration 2602, loss = 4721.82398619
Iteration 2603, loss = 4720.28814243
Iteration 2604, loss = 4721.86156511
Iteration 2605, loss = 4721.34750381
Iteration 2606, loss = 4721.63640432
Iteration 2607, loss = 4720.62510695
Iteration 2608, loss = 4721.33094089
Iteration 2609, loss = 4720.25057441
Iteration 2610, loss = 4720.88520248
Iteration 2611, loss = 4719.67976906
Iteration 2612, loss = 4720.10398869
Iteration 2613, loss = 4719.33555538
Iteration 2614, loss = 4720.23290081
Iteration 2615, loss = 4719.27485441
Iteration 2616, loss = 4720.56399200
Iteration 2617, loss = 4719.32710711
Iteration 2618, loss = 4719.71468297
Iteration 2619, loss = 4720.58618360
Iteration 2620, loss = 4718.82357004
Iteration 2621, loss = 4718.41375639
Iteration 2622, loss = 4717.66912643
Iteration 2623, loss = 4718.71110582
Iteration 2624, loss = 4717.91845012
Iteration 2625, loss = 4718.31061051
Iteration 2626, loss = 4720.78975319
Iteration 2627, loss = 4718.04422434
Iteration 2628, loss = 4719.17064137
Iteration 2629, loss = 4717.90032525
Iteration 2630, loss = 4718.37010960
Iteration 2631, loss = 4718.71148167
Iteration 2632, loss = 4717.79915993
Iteration 2633, loss = 4717.35807363
Iteration 2634, loss = 4717.30247904
Iteration 2635, loss = 4717.60609868
Iteration 2636, loss = 4716.81708729
Iteration 2637, loss = 4717.96792509
Iteration 2638, loss = 4716.68571906
Iteration 2639, loss = 4716.40042396
Iteration 2640, loss = 4716.31788704
Iteration 2641, loss = 4716.77670275
Iteration 2642, loss = 4716.63345729
Iteration 2643, loss = 4717.08954916
Iteration 2644, loss = 4716.75994250
Iteration 2645, loss = 4716.46992008
Iteration 2646, loss = 4717.27340565
Iteration 2647, loss = 4716.70090728
Iteration 2648, loss = 4717.25145310
Iteration 2649, loss = 4715.56674654
Iteration 2650, loss = 4715.29893821
Iteration 2651, loss = 4716.24306766
Iteration 2652, loss = 4714.90492301
Iteration 2653, loss = 4715.26218119
Iteration 2654, loss = 4714.52627489
Iteration 2655, loss = 4714.44772082
Iteration 2656, loss = 4716.07720752
Iteration 2657, loss = 4715.05594777
Iteration 2658, loss = 4714.65576928
Iteration 2659, loss = 4715.12237630
Iteration 2660, loss = 4715.28769640
Iteration 2661, loss = 4714.73871817
Iteration 2662, loss = 4714.45369181
Iteration 2663, loss = 4713.71518486
Iteration 2664, loss = 4715.08504776
Iteration 2665, loss = 4714.26415468
Iteration 2666, loss = 4714.51082636
Iteration 2667, loss = 4713.77010938
Iteration 2668, loss = 4713.46031988
Iteration 2669, loss = 4713.54158663
Iteration 2670, loss = 4712.97408976
Iteration 2671, loss = 4714.23500446
Iteration 2672, loss = 4713.74467613
Iteration 2673, loss = 4712.27083260
Iteration 2674, loss = 4713.34847171
Iteration 2675, loss = 4712.92343796
Iteration 2676, loss = 4712.36634185
Iteration 2677, loss = 4712.96338152
Iteration 2678, loss = 4713.09603294
Iteration 2679, loss = 4712.64078215
Iteration 2680, loss = 4713.08797203
Iteration 2681, loss = 4712.56686077
Iteration 2682, loss = 4712.31757540
Iteration 2683, loss = 4712.77299162
Iteration 2684, loss = 4712.06425731
Iteration 2685, loss = 4710.94271817
Iteration 2686, loss = 4714.36058927
Iteration 2687, loss = 4712.54310216
Iteration 2688, loss = 4712.24544738
Iteration 2689, loss = 4711.51941378
Iteration 2690, loss = 4711.34185832
Iteration 2691, loss = 4710.22656591
Iteration 2692, loss = 4710.53449948
Iteration 2693, loss = 4710.25323324
Iteration 2694, loss = 4710.15746933
Iteration 2695, loss = 4711.02140132
Iteration 2696, loss = 4710.91482174
Iteration 2697, loss = 4710.02094997
Iteration 2698, loss = 4710.35029755
Iteration 2699, loss = 4709.84560108
Iteration 2700, loss = 4710.24518859
Iteration 2701, loss = 4709.59904804
Iteration 2702, loss = 4710.81169062
Iteration 2703, loss = 4709.92357306
Iteration 2704, loss = 4709.14581007
Iteration 2705, loss = 4709.02321156
Iteration 2706, loss = 4709.31268436
Iteration 2707, loss = 4709.14404299
Iteration 2708, loss = 4709.10681730
Iteration 2709, loss = 4708.89576192
Iteration 2710, loss = 4708.84968568
Iteration 2711, loss = 4708.99077446
Iteration 2712, loss = 4708.63431035
Iteration 2713, loss = 4709.19687170
Iteration 2714, loss = 4707.70094893
Iteration 2715, loss = 4708.70984201
Iteration 2716, loss = 4707.97327134
Iteration 2717, loss = 4708.00257871
Iteration 2718, loss = 4707.55605725
Iteration 2719, loss = 4708.25960258
Iteration 2720, loss = 4707.40464918
Iteration 2721, loss = 4707.12957349
Iteration 2722, loss = 4708.16706737
Iteration 2723, loss = 4709.04859883
Iteration 2724, loss = 4708.52827963
Iteration 2725, loss = 4706.92903391
Iteration 2726, loss = 4708.11797009
Iteration 2727, loss = 4708.27557000
Iteration 2728, loss = 4706.47058799
Iteration 2729, loss = 4706.33967018
Iteration 2730, loss = 4706.34499917
Iteration 2731, loss = 4707.80697255
Iteration 2732, loss = 4706.39486056
Iteration 2733, loss = 4708.60194042
Iteration 2734, loss = 4705.87826586
Iteration 2735, loss = 4706.93575087
Iteration 2736, loss = 4709.14250673
Iteration 2737, loss = 4706.27530380
Iteration 2738, loss = 4706.08328696
Iteration 2739, loss = 4705.28544308
Iteration 2740, loss = 4705.58076581
Iteration 2741, loss = 4705.96694669
Iteration 2742, loss = 4706.52337639
Iteration 2743, loss = 4706.22227356
Iteration 2744, loss = 4706.72095317
Iteration 2745, loss = 4704.81513765
Iteration 2746, loss = 4705.52825775
Iteration 2747, loss = 4706.37340315
Iteration 2748, loss = 4705.84520065
Iteration 2749, loss = 4704.34141308
Iteration 2750, loss = 4704.43688696
Iteration 2751, loss = 4704.52018915
Iteration 2752, loss = 4704.26799196
Iteration 2753, loss = 4704.88444974
Iteration 2754, loss = 4704.84099028
Iteration 2755, loss = 4703.97181488
Iteration 2756, loss = 4703.96234630
Iteration 2757, loss = 4703.15903045
Iteration 2758, loss = 4703.84834646
Iteration 2759, loss = 4702.36026119
Iteration 2760, loss = 4704.46252972
Iteration 2761, loss = 4702.73533782
Iteration 2762, loss = 4702.64471222
Iteration 2763, loss = 4704.59692478
Iteration 2764, loss = 4702.19077310
Iteration 2765, loss = 4702.74324493
Iteration 2766, loss = 4701.81489556
Iteration 2767, loss = 4702.77676342
Iteration 2768, loss = 4701.89248890
Iteration 2769, loss = 4704.15272980
Iteration 2770, loss = 4703.95077606
Iteration 2771, loss = 4702.17859785
Iteration 2772, loss = 4701.72897993
Iteration 2773, loss = 4701.09708829
Iteration 2774, loss = 4701.83272809
Iteration 2775, loss = 4701.40685418
Iteration 2776, loss = 4701.19703333
Iteration 2777, loss = 4703.40205466
Iteration 2778, loss = 4701.65079866
Iteration 2779, loss = 4700.29463835
Iteration 2780, loss = 4700.34141594
Iteration 2781, loss = 4700.85791333
Iteration 2782, loss = 4699.48415065
Iteration 2783, loss = 4699.78380957
Iteration 2784, loss = 4700.17718363
Iteration 2785, loss = 4700.87503815
Iteration 2786, loss = 4699.79117107
Iteration 2787, loss = 4699.50667172
Iteration 2788, loss = 4699.79312912
Iteration 2789, loss = 4700.40177730
Iteration 2790, loss = 4699.23011976
Iteration 2791, loss = 4699.79072199
Iteration 2792, loss = 4698.81689479
Iteration 2793, loss = 4700.02840022
Iteration 2794, loss = 4699.30126769
Iteration 2795, loss = 4701.30103600
Iteration 2796, loss = 4699.11247457
Iteration 2797, loss = 4698.58557885
Iteration 2798, loss = 4698.29073858
Iteration 2799, loss = 4697.94680009
Iteration 2800, loss = 4698.16939096
Iteration 2801, loss = 4698.69726733
Iteration 2802, loss = 4698.22576033
Iteration 2803, loss = 4698.30284193
Iteration 2804, loss = 4698.45966711
Iteration 2805, loss = 4698.08708257
Iteration 2806, loss = 4697.72939947
Iteration 2807, loss = 4697.39429344
Iteration 2808, loss = 4698.54047655
Iteration 2809, loss = 4698.11010811
Iteration 2810, loss = 4697.45412337
Iteration 2811, loss = 4698.77643871
Iteration 2812, loss = 4697.47496358
Iteration 2813, loss = 4698.15220541
Iteration 2814, loss = 4697.18775100
Iteration 2815, loss = 4697.28184535
Iteration 2816, loss = 4696.48909640
Iteration 2817, loss = 4696.38759187
Iteration 2818, loss = 4695.89192764
Iteration 2819, loss = 4696.18961046
Iteration 2820, loss = 4697.48753002
Iteration 2821, loss = 4696.19078730
Iteration 2822, loss = 4696.00071796
Iteration 2823, loss = 4695.57042585
Iteration 2824, loss = 4696.35247604
Iteration 2825, loss = 4696.56292015
Iteration 2826, loss = 4694.72931114
Iteration 2827, loss = 4695.55851585
Iteration 2828, loss = 4694.30807482
Iteration 2829, loss = 4695.50946684
Iteration 2830, loss = 4694.93367727
Iteration 2831, loss = 4695.36076628
Iteration 2832, loss = 4694.56442574
Iteration 2833, loss = 4694.39165243
Iteration 2834, loss = 4694.92132358
Iteration 2835, loss = 4694.22448919
Iteration 2836, loss = 4695.89452401
Iteration 2837, loss = 4694.55586177
Iteration 2838, loss = 4693.64225216
Iteration 2839, loss = 4694.63867643
Iteration 2840, loss = 4694.61684260
Iteration 2841, loss = 4694.56994172
Iteration 2842, loss = 4693.58242312
Iteration 2843, loss = 4694.42276208
Iteration 2844, loss = 4693.36409983
Iteration 2845, loss = 4693.17718955
Iteration 2846, loss = 4694.63203234
Iteration 2847, loss = 4692.27644325
Iteration 2848, loss = 4694.94712134
Iteration 2849, loss = 4692.85585002
Iteration 2850, loss = 4692.92036980
Iteration 2851, loss = 4692.85845476
Iteration 2852, loss = 4692.69266983
Iteration 2853, loss = 4692.77036805
Iteration 2854, loss = 4692.74753872
Iteration 2855, loss = 4692.93176550
Iteration 2856, loss = 4693.08824496
Iteration 2857, loss = 4691.98847267
Iteration 2858, loss = 4692.01406178
Iteration 2859, loss = 4692.05265030
Iteration 2860, loss = 4691.64542281
Iteration 2861, loss = 4691.34454534
Iteration 2862, loss = 4690.97194606
Iteration 2863, loss = 4692.28586320
Iteration 2864, loss = 4692.14752909
Iteration 2865, loss = 4690.95497024
Iteration 2866, loss = 4692.14891739
Iteration 2867, loss = 4692.43480309
Iteration 2868, loss = 4691.32533436
Iteration 2869, loss = 4691.29262260
Iteration 2870, loss = 4689.80498110
Iteration 2871, loss = 4690.68409123
Iteration 2872, loss = 4690.04047319
Iteration 2873, loss = 4690.47392214
Iteration 2874, loss = 4689.80137397
Iteration 2875, loss = 4690.13612674
Iteration 2876, loss = 4689.48531877
Iteration 2877, loss = 4691.28046788
Iteration 2878, loss = 4689.39007656
Iteration 2879, loss = 4689.70601407
Iteration 2880, loss = 4690.28395374
Iteration 2881, loss = 4688.86366480
Iteration 2882, loss = 4689.40585685
Iteration 2883, loss = 4688.47573377
Iteration 2884, loss = 4688.94102434
Iteration 2885, loss = 4689.58794565
Iteration 2886, loss = 4687.85639267
Iteration 2887, loss = 4690.73860620
Iteration 2888, loss = 4688.12640099
Iteration 2889, loss = 4688.70596003
Iteration 2890, loss = 4688.62856295
Iteration 2891, loss = 4688.58138010
Iteration 2892, loss = 4690.38507636
Iteration 2893, loss = 4687.89879137
Iteration 2894, loss = 4688.99170814
Iteration 2895, loss = 4687.49458602
Iteration 2896, loss = 4687.67155852
Iteration 2897, loss = 4686.88965375
Iteration 2898, loss = 4686.72915826
Iteration 2899, loss = 4686.41306261
Iteration 2900, loss = 4687.68695931
Iteration 2901, loss = 4686.95369753
Iteration 2902, loss = 4687.43912587
Iteration 2903, loss = 4688.11197030
Iteration 2904, loss = 4688.03433096
Iteration 2905, loss = 4685.96393610
Iteration 2906, loss = 4685.51395295
Iteration 2907, loss = 4686.35562053
Iteration 2908, loss = 4686.40318049
Iteration 2909, loss = 4686.24986237
Iteration 2910, loss = 4686.37300845
Iteration 2911, loss = 4685.94679415
Iteration 2912, loss = 4686.83333251
Iteration 2913, loss = 4687.04044053
Iteration 2914, loss = 4686.54876559
Iteration 2915, loss = 4684.91792436
Iteration 2916, loss = 4685.81966188
Iteration 2917, loss = 4685.63987061
Iteration 2918, loss = 4685.53966776
Iteration 2919, loss = 4684.88344622
Iteration 2920, loss = 4685.38088706
Iteration 2921, loss = 4684.32238826
Iteration 2922, loss = 4684.61467021
Iteration 2923, loss = 4684.36490781
Iteration 2924, loss = 4684.56250934
Iteration 2925, loss = 4684.90757328
Iteration 2926, loss = 4685.27411062
Iteration 2927, loss = 4683.30695903
Iteration 2928, loss = 4683.42368832
Iteration 2929, loss = 4683.49379582
Iteration 2930, loss = 4683.78048973
Iteration 2931, loss = 4684.48760405
Iteration 2932, loss = 4684.19001752
Iteration 2933, loss = 4683.53096150
Iteration 2934, loss = 4685.82420031
Iteration 2935, loss = 4684.35184339
Iteration 2936, loss = 4684.75710352
Iteration 2937, loss = 4683.36074526
Iteration 2938, loss = 4683.51145990
Iteration 2939, loss = 4682.70175933
Iteration 2940, loss = 4682.04487396
Iteration 2941, loss = 4683.09531346
Iteration 2942, loss = 4682.24077224
Iteration 2943, loss = 4681.85662636
Iteration 2944, loss = 4682.02266887
Iteration 2945, loss = 4681.55744991
Iteration 2946, loss = 4681.68971517
Iteration 2947, loss = 4682.13177513
Iteration 2948, loss = 4681.90428654
Iteration 2949, loss = 4681.52904466
Iteration 2950, loss = 4680.58737673
Iteration 2951, loss = 4681.78298096
Iteration 2952, loss = 4680.21325787
Iteration 2953, loss = 4681.43198487
Iteration 2954, loss = 4681.50735523
Iteration 2955, loss = 4681.46627916
Iteration 2956, loss = 4681.33169190
Iteration 2957, loss = 4683.30042177
Iteration 2958, loss = 4680.20495114
Iteration 2959, loss = 4679.65506579
Iteration 2960, loss = 4681.10190759
Iteration 2961, loss = 4680.57262986
Iteration 2962, loss = 4680.26774727
Iteration 2963, loss = 4679.30775445
Iteration 2964, loss = 4681.01856446
Iteration 2965, loss = 4679.37008139
Iteration 2966, loss = 4679.54253276
Iteration 2967, loss = 4680.02777750
Iteration 2968, loss = 4681.19608322
Iteration 2969, loss = 4679.39032359
Iteration 2970, loss = 4679.74357194
Iteration 2971, loss = 4678.49251680
Iteration 2972, loss = 4678.34713124
Iteration 2973, loss = 4678.51073756
Iteration 2974, loss = 4678.55898217
Iteration 2975, loss = 4678.35634208
Iteration 2976, loss = 4677.65675206
Iteration 2977, loss = 4679.70012525
Iteration 2978, loss = 4678.15288413
Iteration 2979, loss = 4678.43124043
Iteration 2980, loss = 4677.68782523
Iteration 2981, loss = 4677.24961286
Iteration 2982, loss = 4677.99324488
Iteration 2983, loss = 4677.37764845
Iteration 2984, loss = 4678.34383183
Iteration 2985, loss = 4677.59098615
Iteration 2986, loss = 4676.51162435
Iteration 2987, loss = 4676.58722461
Iteration 2988, loss = 4676.90355674
Iteration 2989, loss = 4676.89150154
Iteration 2990, loss = 4676.54835577
Iteration 2991, loss = 4678.25914372
Iteration 2992, loss = 4677.10652308
Iteration 2993, loss = 4678.83473820
Iteration 2994, loss = 4676.82539238
Iteration 2995, loss = 4676.56156759
Iteration 2996, loss = 4676.32418967
Iteration 2997, loss = 4676.42790357
Iteration 2998, loss = 4676.20939822
Iteration 2999, loss = 4675.61001583
Iteration 3000, loss = 4674.97462944
Iteration 3001, loss = 4675.68964682
Iteration 3002, loss = 4675.21043654
Iteration 3003, loss = 4675.83779905
Iteration 3004, loss = 4676.75171850
Iteration 3005, loss = 4675.10586245
Iteration 3006, loss = 4673.82427992
Iteration 3007, loss = 4674.76326305
Iteration 3008, loss = 4674.10406686
Iteration 3009, loss = 4675.21447283
Iteration 3010, loss = 4674.05456266
Iteration 3011, loss = 4674.33506904
Iteration 3012, loss = 4673.79145733
Iteration 3013, loss = 4673.92178635
Iteration 3014, loss = 4674.44347212
Iteration 3015, loss = 4675.30589118
Iteration 3016, loss = 4673.89986394
Iteration 3017, loss = 4672.96316204
Iteration 3018, loss = 4676.44297633
Iteration 3019, loss = 4673.92410224
Iteration 3020, loss = 4675.90484774
Iteration 3021, loss = 4672.82219687
Iteration 3022, loss = 4673.51002072
Iteration 3023, loss = 4673.12516201
Iteration 3024, loss = 4672.65294733
Iteration 3025, loss = 4673.36278519
Iteration 3026, loss = 4672.00543588
Iteration 3027, loss = 4672.90153557
Iteration 3028, loss = 4672.02384314
Iteration 3029, loss = 4671.78022569
Iteration 3030, loss = 4672.07768595
Iteration 3031, loss = 4672.81212299
Iteration 3032, loss = 4671.91980850
Iteration 3033, loss = 4670.88074673
Iteration 3034, loss = 4672.07919033
Iteration 3035, loss = 4671.66413092
Iteration 3036, loss = 4672.28814204
Iteration 3037, loss = 4671.31106514
Iteration 3038, loss = 4670.31488512
Iteration 3039, loss = 4671.69338325
Iteration 3040, loss = 4670.04825000
Iteration 3041, loss = 4670.60854449
Iteration 3042, loss = 4670.38319524
Iteration 3043, loss = 4672.20403943
Iteration 3044, loss = 4670.27483967
Iteration 3045, loss = 4669.81729871
Iteration 3046, loss = 4670.03213452
Iteration 3047, loss = 4669.50299219
Iteration 3048, loss = 4669.83705978
Iteration 3049, loss = 4669.54069282
Iteration 3050, loss = 4670.10168424
Iteration 3051, loss = 4669.65943539
Iteration 3052, loss = 4670.21047330
Iteration 3053, loss = 4669.85018300
Iteration 3054, loss = 4668.40856659
Iteration 3055, loss = 4668.73848748
Iteration 3056, loss = 4671.28547918
Iteration 3057, loss = 4668.42115451
Iteration 3058, loss = 4667.55250544
Iteration 3059, loss = 4669.25217202
Iteration 3060, loss = 4668.37092781
Iteration 3061, loss = 4668.06133147
Iteration 3062, loss = 4668.52547748
Iteration 3063, loss = 4668.31749196
Iteration 3064, loss = 4668.27776097
Iteration 3065, loss = 4668.89571453
Iteration 3066, loss = 4667.46513350
Iteration 3067, loss = 4668.04370801
Iteration 3068, loss = 4669.64240603
Iteration 3069, loss = 4668.19474628
Iteration 3070, loss = 4667.38580207
Iteration 3071, loss = 4667.50125271
Iteration 3072, loss = 4666.50124520
Iteration 3073, loss = 4666.62183887
Iteration 3074, loss = 4666.71795021
Iteration 3075, loss = 4665.63823629
Iteration 3076, loss = 4666.96766765
Iteration 3077, loss = 4667.03188203
Iteration 3078, loss = 4666.49607338
Iteration 3079, loss = 4665.61947043
Iteration 3080, loss = 4664.53319862
Iteration 3081, loss = 4667.67774502
Iteration 3082, loss = 4665.21707259
Iteration 3083, loss = 4668.27958980
Iteration 3084, loss = 4665.50405514
Iteration 3085, loss = 4666.20853202
Iteration 3086, loss = 4666.46217108
Iteration 3087, loss = 4665.96377589
Iteration 3088, loss = 4665.26785357
Iteration 3089, loss = 4666.17361615
Iteration 3090, loss = 4665.74072486
Iteration 3091, loss = 4665.28773328
Iteration 3092, loss = 4664.52026207
Iteration 3093, loss = 4665.03414380
Iteration 3094, loss = 4663.79714942
Iteration 3095, loss = 4663.79660583
Iteration 3096, loss = 4664.30821209
Iteration 3097, loss = 4664.82563022
Iteration 3098, loss = 4664.27595504
Iteration 3099, loss = 4662.97849820
Iteration 3100, loss = 4664.07789813
Iteration 3101, loss = 4664.59706122
Iteration 3102, loss = 4663.51732620
Iteration 3103, loss = 4663.18162032
Iteration 3104, loss = 4663.26193125
Iteration 3105, loss = 4666.28745581
Iteration 3106, loss = 4663.00235398
Iteration 3107, loss = 4662.90445798
Iteration 3108, loss = 4663.30941002
Iteration 3109, loss = 4661.44465845
Iteration 3110, loss = 4663.20718621
Iteration 3111, loss = 4662.64759494
Iteration 3112, loss = 4662.90427318
Iteration 3113, loss = 4662.91807464
Iteration 3114, loss = 4661.24277034
Iteration 3115, loss = 4661.78077001
Iteration 3116, loss = 4661.39809968
Iteration 3117, loss = 4661.76245000
Iteration 3118, loss = 4662.78364346
Iteration 3119, loss = 4661.69137128
Iteration 3120, loss = 4661.34251577
Iteration 3121, loss = 4661.43496305
Iteration 3122, loss = 4662.04787921
Iteration 3123, loss = 4660.26454405
Iteration 3124, loss = 4660.46031455
Iteration 3125, loss = 4660.85263765
Iteration 3126, loss = 4660.05821756
Iteration 3127, loss = 4660.69584033
Iteration 3128, loss = 4659.65927014
Iteration 3129, loss = 4660.85669199
Iteration 3130, loss = 4660.59843726
Iteration 3131, loss = 4660.28787090
Iteration 3132, loss = 4660.49563443
Iteration 3133, loss = 4659.21575836
Iteration 3134, loss = 4659.03832298
Iteration 3135, loss = 4660.74754651
Iteration 3136, loss = 4661.44610399
Iteration 3137, loss = 4659.48446389
Iteration 3138, loss = 4659.38170366
Iteration 3139, loss = 4658.77021915
Iteration 3140, loss = 4658.34607177
Iteration 3141, loss = 4658.23870562
Iteration 3142, loss = 4658.49458419
Iteration 3143, loss = 4657.84093989
Iteration 3144, loss = 4659.17551131
Iteration 3145, loss = 4657.77334420
Iteration 3146, loss = 4657.91927661
Iteration 3147, loss = 4658.17693003
Iteration 3148, loss = 4657.20033965
Iteration 3149, loss = 4657.34766399
Iteration 3150, loss = 4657.97366524
Iteration 3151, loss = 4656.64499079
Iteration 3152, loss = 4657.95238779
Iteration 3153, loss = 4656.89343954
Iteration 3154, loss = 4656.50775906
Iteration 3155, loss = 4656.70865774
Iteration 3156, loss = 4656.10733222
Iteration 3157, loss = 4656.32615155
Iteration 3158, loss = 4656.15351352
Iteration 3159, loss = 4657.38917729
Iteration 3160, loss = 4655.73637823
Iteration 3161, loss = 4656.95134606
Iteration 3162, loss = 4654.80996148
Iteration 3163, loss = 4656.97515848
Iteration 3164, loss = 4655.95881076
Iteration 3165, loss = 4655.40796938
Iteration 3166, loss = 4655.66089023
Iteration 3167, loss = 4655.44591179
Iteration 3168, loss = 4654.59681682
Iteration 3169, loss = 4655.25389450
Iteration 3170, loss = 4654.20105424
Iteration 3171, loss = 4654.04740920
Iteration 3172, loss = 4654.74309532
Iteration 3173, loss = 4655.42975935
Iteration 3174, loss = 4654.17071500
Iteration 3175, loss = 4654.73795951
Iteration 3176, loss = 4653.72482626
Iteration 3177, loss = 4654.92168872
Iteration 3178, loss = 4653.77948048
Iteration 3179, loss = 4655.17877314
Iteration 3180, loss = 4653.81106876
Iteration 3181, loss = 4653.79984863
Iteration 3182, loss = 4652.40879798
Iteration 3183, loss = 4654.19080578
Iteration 3184, loss = 4654.17107332
Iteration 3185, loss = 4652.63063188
Iteration 3186, loss = 4652.93925521
Iteration 3187, loss = 4652.35565075
Iteration 3188, loss = 4652.47751570
Iteration 3189, loss = 4651.48672081
Iteration 3190, loss = 4653.75912406
Iteration 3191, loss = 4652.43451833
Iteration 3192, loss = 4653.27219628
Iteration 3193, loss = 4652.66998316
Iteration 3194, loss = 4652.47294566
Iteration 3195, loss = 4652.12620166
Iteration 3196, loss = 4653.23764530
Iteration 3197, loss = 4652.16232475
Iteration 3198, loss = 4653.20685152
Iteration 3199, loss = 4651.54938417
Iteration 3200, loss = 4650.90409200
Iteration 3201, loss = 4652.83387106
Iteration 3202, loss = 4652.49753670
Iteration 3203, loss = 4650.66322472
Iteration 3204, loss = 4651.26968780
Iteration 3205, loss = 4651.25240402
Iteration 3206, loss = 4651.13931801
Iteration 3207, loss = 4651.58315258
Iteration 3208, loss = 4652.25747876
Iteration 3209, loss = 4650.41993817
Iteration 3210, loss = 4650.66077230
Iteration 3211, loss = 4650.32470612
Iteration 3212, loss = 4651.16086093
Iteration 3213, loss = 4649.54900581
Iteration 3214, loss = 4648.98680440
Iteration 3215, loss = 4649.51861852
Iteration 3216, loss = 4649.79177234
Iteration 3217, loss = 4650.11948598
Iteration 3218, loss = 4649.55254959
Iteration 3219, loss = 4650.65864025
Iteration 3220, loss = 4648.46788038
Iteration 3221, loss = 4648.61651190
Iteration 3222, loss = 4648.57663674
Iteration 3223, loss = 4648.49949190
Iteration 3224, loss = 4648.90981089
Iteration 3225, loss = 4647.91907789
Iteration 3226, loss = 4648.88706476
Iteration 3227, loss = 4648.22409230
Iteration 3228, loss = 4647.49249141
Iteration 3229, loss = 4649.83028687
Iteration 3230, loss = 4649.33673934
Iteration 3231, loss = 4648.69403774
Iteration 3232, loss = 4648.57846908
Iteration 3233, loss = 4647.38250940
Iteration 3234, loss = 4648.25534950
Iteration 3235, loss = 4647.57825156
Iteration 3236, loss = 4646.36498731
Iteration 3237, loss = 4646.67913023
Iteration 3238, loss = 4647.68185523
Iteration 3239, loss = 4646.66637382
Iteration 3240, loss = 4646.91624905
Iteration 3241, loss = 4645.98276634
Iteration 3242, loss = 4646.95313812
Iteration 3243, loss = 4645.86471163
Iteration 3244, loss = 4646.63516776
Iteration 3245, loss = 4647.08328697
Iteration 3246, loss = 4646.74209343
Iteration 3247, loss = 4647.18273463
Iteration 3248, loss = 4646.35758407
Iteration 3249, loss = 4647.39533903
Iteration 3250, loss = 4645.41491846
Iteration 3251, loss = 4645.01538330
Iteration 3252, loss = 4646.03804219
Iteration 3253, loss = 4645.74303413
Iteration 3254, loss = 4644.68353159
Iteration 3255, loss = 4644.84899330
Iteration 3256, loss = 4644.96146051
Iteration 3257, loss = 4645.11629035
Iteration 3258, loss = 4644.22614038
Iteration 3259, loss = 4644.30855896
Iteration 3260, loss = 4644.47981054
Iteration 3261, loss = 4644.53550104
Iteration 3262, loss = 4644.25830809
Iteration 3263, loss = 4644.66148258
Iteration 3264, loss = 4643.76996816
Iteration 3265, loss = 4643.20277377
Iteration 3266, loss = 4643.53743412
Iteration 3267, loss = 4642.33817094
Iteration 3268, loss = 4643.19911266
Iteration 3269, loss = 4643.42354565
Iteration 3270, loss = 4643.88376945
Iteration 3271, loss = 4643.54117268
Iteration 3272, loss = 4643.51327413
Iteration 3273, loss = 4644.48427433
Iteration 3274, loss = 4642.22384827
Iteration 3275, loss = 4642.47291917
Iteration 3276, loss = 4642.10476373
Iteration 3277, loss = 4642.59146885
Iteration 3278, loss = 4642.28244541
Iteration 3279, loss = 4644.52621529
Iteration 3280, loss = 4642.80859693
Iteration 3281, loss = 4643.38591985
Iteration 3282, loss = 4642.02963351
Iteration 3283, loss = 4641.28638233
Iteration 3284, loss = 4642.56555676
Iteration 3285, loss = 4642.43252467
Iteration 3286, loss = 4643.38916870
Iteration 3287, loss = 4642.76595416
Iteration 3288, loss = 4640.86574929
Iteration 3289, loss = 4640.83059571
Iteration 3290, loss = 4640.88995900
Iteration 3291, loss = 4640.47721739
Iteration 3292, loss = 4640.03279297
Iteration 3293, loss = 4639.94401091
Iteration 3294, loss = 4640.01126702
Iteration 3295, loss = 4640.73329706
Iteration 3296, loss = 4640.97421208
Iteration 3297, loss = 4640.40063446
Iteration 3298, loss = 4639.81635619
Iteration 3299, loss = 4640.15308610
Iteration 3300, loss = 4638.53505279
Iteration 3301, loss = 4639.91315609
Iteration 3302, loss = 4639.25241060
Iteration 3303, loss = 4638.99675959
